,refcode,C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,exp_a,exp_b,exp_c,exp_alpha,exp_beta,exp_gamma,exp_V,opt_a,opt_b,opt_c,opt_alpha,opt_beta,opt_gamma,opt_V,E_V,E_R,E_H,E_RH,K_V,K_R,K_H,K_RH,G_V,G_R,G_H,G_RH,n_H,A_L
1252,SUJPIY,14.19,5.61,7.12,-0.03,2.4,0.02,5.61,22.17,10.12,0.02,-0.58,-0.04,7.12,10.12,12.18,0.01,0.43,0.01,-0.03,0.02,0.01,2.96,0.0,0.67,2.4,-0.58,0.43,0.0,7.25,-0.01,0.02,-0.04,0.01,0.67,-0.01,4.48,5.9141,11.5887,21.4526,90.0,93.276,90.0,1467.8883795659024,5.890410142154929,11.427425029421157,22.40699789777274,89.99686565439804,92.89303727076222,90.01545361559829,1506.3424360241283,12.152806861875185,9.801762316281987,10.977284589078586,10.389523452680287,10.471111111111112,9.651613227303837,10.061362169207474,9.856487698255656,4.650666666666667,3.682822526898757,4.166744596782712,3.9247835618407345,0.31805048977774064,0.52807056868196
1253,MICLOZ,20.09,11.22,9.88,-0.0,-0.0,0.0,11.22,26.65,10.71,0.01,-0.0,0.01,9.88,10.71,18.59,0.0,0.0,0.01,-0.0,0.01,0.0,4.96,0.0,-0.0,-0.0,-0.0,0.0,0.0,4.21,0.0,0.0,0.01,0.01,-0.0,0.0,4.32,9.528,10.085,20.805,90.0,90.0,90.0,1999.149953400001,9.252050345565936,10.082611828329938,20.66956544618843,89.99805962828476,90.00282464312241,90.00492491374825,1928.156934767004,13.274634081865486,12.906706433594833,13.09067025773016,12.998688345662497,14.32777777777778,13.896408491985202,14.11209313488149,14.004250813433346,4.932666666666666,4.797306894631714,4.86498678064919,4.831146837640452,0.34539651664583026,0.06932298113530153
1254,BCHBZP01,7.91,11.54,10.4,0.01,0.43,0.01,11.54,12.03,9.78,0.0,-0.31,0.03,10.4,9.78,10.75,0.0,-0.79,-0.0,0.01,0.0,0.0,0.28,0.0,-0.06,0.43,-0.31,-0.79,0.0,1.76,-0.03,0.01,0.03,-0.0,-0.06,-0.03,4.48,14.8006,11.6756,8.476900000000002,90.0,93.679,90.0,1461.8394350391106,14.810977785587816,11.71211555309422,8.420823077620668,89.99928954152055,91.10480943988809,89.99973206816478,1460.47079845359,3.5656177685105686,2.956324990396551,3.2609713794535597,3.1086481849250553,10.45888888888889,10.31064832098001,10.38476860493445,10.347708462957229,1.2353333333333334,1.0178693316437488,1.126601332488541,1.0722353320661449,0.44765010812669864,0.4332035103520734
1255,XAPSAL,10.98,9.54,9.41,-0.0,-0.99,0.0,9.54,13.85,6.3,0.01,-0.8,-0.0,9.41,6.3,16.19,0.01,1.96,0.0,-0.0,0.01,0.01,3.87,-0.0,-1.88,-0.99,-0.8,1.96,-0.0,5.13,-0.0,0.0,-0.0,0.0,-1.88,-0.0,3.77,11.1705,10.9699,15.813299999999998,90.0,93.87099999999998,90.0,1933.3293773488376,11.477794557779731,10.846688631047094,15.555700075087309,90.00725374379262,92.68977813577096,90.00626072396481,1934.4897501971573,9.672845528455284,5.494022514124307,7.583434021289795,6.538728267707051,10.168888888888889,10.10835149012176,10.138620189505325,10.123485839813544,3.6053333333333333,1.9490443184776844,2.777188825905509,2.363116572191597,0.37449832676239814,1.3753626319075507
1256,DAZKAT,15.08,9.47,11.95,2.5,0.69,1.04,9.47,18.97,9.59,-0.94,-0.12,-0.22,11.95,9.59,18.66,2.15,-2.9,-0.09,2.5,-0.94,2.15,5.32,-0.58,0.33,0.69,-0.12,-2.9,-0.58,5.77,1.37,1.04,-0.22,-0.09,0.33,1.37,3.9,4.4612,11.7056,13.0331,67.33199999999998,89.169,81.812,621.0176631659225,4.856641248269453,11.482575704288882,12.64094124650787,67.45916909509836,87.30730929972492,80.76941149141541,642.578563660045,11.945666385557217,8.766158291274849,10.355912338416033,9.56103531484544,12.747777777777777,12.164054479543353,12.455916128660565,12.309985304101959,4.444666666666666,3.1763978398553556,3.8105322532610106,3.493465046558183,0.36119385532468334,0.7526836924051445
1257,CUNHUP,14.35,11.55,9.7,0.09,-1.04,-2.6,11.55,17.78,10.23,-1.34,-0.39,-0.17,9.7,10.23,15.95,0.25,-0.94,1.9,0.09,-1.34,0.25,5.04,1.52,0.52,-1.04,-0.39,-0.94,1.52,2.65,-0.12,-2.6,-0.17,1.9,0.52,-0.12,5.29,8.6557,11.868000000000002,16.994,108.11,96.29999999999998,92.45999999999998,1643.7305964187854,8.944909430110263,12.040395123081796,16.50283369773001,109.20809986766268,95.52177690840422,91.09469779391586,1668.1869729890884,10.09785113141435,6.216450196300934,8.157150663857642,7.186800430079288,12.337777777777779,11.616936557516322,11.97735716764705,11.797146862581686,3.702666666666666,2.2031440092111563,2.952905337938911,2.5780246735750336,0.38609076392063707,1.1624545239784143
1258,NIQNEH,25.69,8.7,9.66,0.96,1.78,-0.16,8.7,18.49,9.78,-2.59,-0.23,1.67,9.66,9.78,17.04,0.84,1.38,-0.35,0.96,-2.59,0.84,4.84,-0.33,-2.2,1.78,-0.23,1.38,-0.33,5.6,0.67,-0.16,1.67,-0.35,-2.2,0.67,5.39,8.009,10.697,11.201,102.17,92.23000000000002,108.69,882.689382245596,7.971774532309257,10.961557963043434,11.07319279070316,100.91194596086945,91.71699523166384,108.99882436585862,893.9752548374329,14.170633316867994,11.364767616908017,12.767700466888005,12.06623404189801,13.055555555555555,12.596574150405706,12.82606485298063,12.711319501693168,5.371333333333333,4.2103224475996095,4.790827890466471,4.5005751690330404,0.3339171668576033,0.5457398986925838
1259,ZEHDUN,14.06,8.92,10.15,-0.0,-0.56,-0.0,8.92,16.23,11.27,-0.0,0.04,0.01,10.15,11.27,16.95,-0.0,-0.43,-0.0,-0.0,-0.0,-0.0,5.72,0.0,3.36,-0.56,0.04,-0.43,0.0,2.29,-0.0,-0.0,0.01,-0.0,3.36,-0.0,3.45,11.936,9.6365,21.342,90.0,116.511,90.0,2196.6600608303384,11.828865439594315,9.716172964818968,20.84761730589056,90.00006643894706,115.33868614866093,90.00094595518054,2165.529521299995,9.365924722447874,6.234396580722111,7.800160651584992,7.017278616153551,11.991111111111111,11.653657881361815,11.822384496236463,11.738021188799138,3.4186666666666667,2.2094661423286897,2.8140664044976784,2.5117662734131843,0.38973445416519903,0.9764603128058796
1260,PAGXAA,12.63,8.81,5.74,-0.01,1.05,0.0,8.81,13.41,9.64,-0.0,-0.28,-0.0,5.74,9.64,18.31,-0.0,-1.0,-0.01,-0.01,-0.0,-0.0,4.59,0.0,-1.06,1.05,-0.28,-1.0,0.0,3.04,0.0,0.0,-0.0,-0.01,-1.06,0.0,6.28,14.357,7.1289,20.540800000000004,90.0,92.39799999999998,90.0,2100.501978808588,14.721277873340153,7.038874313866773,20.20020952209109,90.0003104036467,93.52256428608815,89.99663120723544,2089.215774788832,10.920309966891198,8.637324603276353,9.778817285083775,9.208070944180065,10.303333333333335,9.9527632091478,10.128048271240568,10.040405740194185,4.126,3.1863548852149925,3.6561774426074964,3.4212661639112447,0.33888912323996756,0.5789048266882787
1261,ERIZUD,11.96,9.28,8.86,0.01,-0.17,-0.0,9.28,17.67,9.92,-0.0,-0.73,0.0,8.86,9.92,17.69,0.0,-0.63,0.0,0.01,-0.0,0.0,4.24,0.0,-0.98,-0.17,-0.73,-0.63,0.0,2.12,-0.0,-0.0,0.0,0.0,-0.98,-0.0,4.29,17.352,9.0292,18.3406,90.0,102.34,90.0,2807.1198486127087,18.011111753431916,8.80866670141118,18.643531680906968,90.00145706752859,106.99035231906326,90.00290178514338,2828.769424076718,9.31926320789571,8.276437009351476,8.797850108623592,8.537143558987534,11.493333333333332,10.79704431779916,11.145188825566247,10.971116571682703,3.4140000000000006,3.015661795058151,3.214830897529076,3.1152463462936133,0.3684258100381589,0.28437054491604163
1262,RELBOA,11.3,10.3,10.02,0.05,0.62,0.0,10.3,16.02,10.05,0.01,0.66,-0.0,10.02,10.05,30.08,0.07,8.8,0.01,0.05,0.01,0.07,3.11,0.04,0.16,0.62,0.66,8.8,0.04,4.61,0.0,0.0,-0.0,0.01,0.16,0.0,3.35,23.728,9.962,12.387,90.0,104.43,90.0,2835.6477073228484,24.170431447430232,9.79436655847231,12.466374202341974,90.00318433045602,105.28066282597656,89.99785861294704,2846.8794099836973,10.933040833256522,5.633241825076603,8.283141329166563,6.958191577121584,13.126666666666665,10.318079516939479,11.722373091803071,11.020226304371274,4.016,1.9990113847636055,3.0075056923818027,2.503258538572704,0.3818257273678791,1.578424241029145
1263,ROSMOD,22.01,5.06,10.6,-0.0,-0.0,-0.0,5.06,27.84,5.2,0.0,-0.0,-0.01,10.6,5.2,21.29,-0.0,0.0,0.01,-0.0,0.0,-0.0,1.56,-0.0,0.0,-0.0,-0.0,0.0,-0.0,2.51,-0.0,-0.0,-0.01,0.01,0.0,-0.0,2.69,13.178,12.026,13.179,90.0,90.0,90.0,2088.589838412,13.249452795066103,12.006111680862611,13.18899930579008,90.00009656035553,89.999075680038,90.00013690425858,2098.0322823533675,12.54355542954352,8.267844104253314,10.405699766898417,9.336771935575864,12.540000000000001,12.536536283642855,12.538268141821428,12.537402212732141,4.704,2.973866307678209,3.838933153839104,3.4063997307586567,0.3610885274278946,1.0253497177447843
1264,BODTAS,13.0,9.31,7.35,-0.88,0.41,-1.69,9.31,24.29,7.51,2.26,-0.41,-4.79,7.35,7.51,16.12,-1.77,-4.03,2.02,-0.88,2.26,-1.77,4.99,0.88,-1.41,0.41,-0.41,-4.03,0.88,5.98,-1.45,-1.69,-4.79,2.02,-1.41,-1.45,6.32,8.541,9.013999999999998,13.288,102.06000000000002,95.18,112.76,905.7830971445296,8.858215082539958,8.978140994804125,13.086704287243286,99.94559778836916,96.29631774785987,113.59656701876985,920.8152235970527,13.991358118875663,9.90981878863961,11.950588453757636,10.930203621198622,11.305555555555557,9.884540844449786,10.595048200002672,10.23979452222623,5.407333333333332,3.71737035941518,4.562351846374256,4.139861102894718,0.3117194184293666,0.8486407049137508
1265,RAXSAL,28.85,7.44,9.08,-0.06,-8.86,-0.0,7.44,15.4,11.74,-0.05,0.5,-0.01,9.08,11.74,11.16,-0.02,0.15,-0.03,-0.06,-0.05,-0.02,5.15,-0.02,-0.11,-8.86,0.5,0.15,-0.02,3.93,-0.01,-0.0,-0.01,-0.03,-0.11,-0.01,2.98,10.516,17.996,8.902,90.0,105.36,90.0,1624.4919530090426,10.859266218277895,16.884421473817294,9.194696414356986,89.99119365563202,100.51927226795377,89.99785284561399,1657.5364055437528,11.378418087258016,0.43079772761076707,5.904607907434391,3.167702817522579,12.436666666666664,6.974527323309631,9.705596994988147,8.34006215914889,4.2219999999999995,0.14459157937991673,2.183295789689958,1.1639436845349374,0.3953695014294063,7.5669682658106465
1266,QEYJIQ,14.87,13.23,12.79,0.01,-0.79,0.01,13.23,15.37,13.13,-0.0,-1.11,-0.0,12.79,13.13,16.79,-0.01,0.6,-0.0,0.01,-0.0,-0.01,4.31,0.0,3.04,-0.79,-1.11,0.6,0.0,3.78,0.0,0.01,-0.0,-0.0,3.04,0.0,7.64,7.1083,13.8408,12.560099999999998,90.0,92.663,90.0,1234.3854246237083,7.150031799369828,13.882235266941594,12.647748384191177,89.99957953392438,91.92661143564068,90.0002915243187,1254.6859028794202,10.124278442762426,5.57611678766434,7.850197615213383,6.713157201438861,13.925555555555555,13.769817918201186,13.84768673687837,13.808752327539779,3.6713333333333336,1.9462777371891284,2.808805535261231,2.3775416362251796,0.40500493649961783,1.4191342638510862
1267,HIDRUI,20.09,9.0,9.72,0.0,1.42,-0.03,9.0,15.88,9.09,-0.0,-0.58,-0.02,9.72,9.09,13.69,-0.0,0.88,0.01,0.0,-0.0,-0.0,3.91,0.0,-1.58,1.42,-0.58,0.88,0.0,3.53,0.0,-0.03,-0.02,0.01,-1.58,0.0,7.85,18.587,7.3816,8.611499999999998,90.0,96.594,90.0,1173.6973427497962,18.628284703304416,7.40551406085437,8.610096466937513,89.99989473569981,97.25744410563696,90.00010438164851,1178.2643891245596,12.000204672456743,10.052991758489501,11.026598215473122,10.539794986981311,11.697777777777778,11.317442655468078,11.507610216622929,11.412526436045503,4.514666666666667,3.717948046361566,4.116307356514117,3.9171277014378414,0.34020189493484043,0.43541014288471586
1268,RAFGAJ,12.51,8.3,7.23,0.01,-0.0,0.01,8.3,15.95,12.49,0.01,-0.0,0.0,7.23,12.49,14.18,-0.01,0.0,0.0,0.01,0.01,-0.01,7.01,-0.0,0.0,-0.0,-0.0,0.0,-0.0,2.33,-0.0,0.01,0.0,0.0,0.0,-0.0,1.31,10.3425,13.0194,13.2226,90.0,90.0,90.0,1780.4646684656989,10.200170857352836,12.984580821018652,13.320844927134276,90.00152981665838,90.00274412124335,89.99939744939094,1764.2785428109614,8.510709113469268,5.804507145299757,7.157608129384513,6.4810576373421345,10.964444444444446,10.227201866036577,10.595823155240511,10.411512510638545,3.1046666666666667,2.06506214609239,2.5848644063795283,2.324963276235959,0.3871971678153524,0.9144010263818158
1269,DOKCUE,15.8,9.72,5.76,-0.01,-0.0,0.0,9.72,14.89,9.97,-0.01,-0.0,0.0,5.76,9.97,22.43,-0.01,-0.01,-0.0,-0.01,-0.01,-0.01,6.15,0.0,0.0,-0.0,-0.0,-0.01,0.0,2.48,0.0,0.0,0.0,-0.0,0.0,0.0,4.04,8.6572,9.2595,19.793,90.0,90.0,90.0,1586.6334699162,8.612518378491005,9.128192472288957,19.58826747227222,90.00029282211965,89.99935163723278,89.99991197121734,1539.9654453963374,11.663139062446653,9.791590074993543,10.727364568720098,10.25947732185682,11.55777777777778,11.354418996073479,11.456098386925628,11.405258691499554,4.378666666666667,3.609740428180988,3.9942035474238273,3.801971987802408,0.3438239029551277,0.4321682380891723
1270,QEGCOX,18.04,8.43,10.3,-0.0,1.71,-0.0,8.43,18.09,7.43,0.0,-2.26,-0.0,10.3,7.43,21.0,-0.0,1.73,0.0,-0.0,0.0,-0.0,5.78,0.0,-3.42,1.71,-2.26,1.73,0.0,6.43,0.0,-0.0,-0.0,0.0,-3.42,0.0,4.43,14.783,11.788,11.937,90.0,103.039,90.0,2026.5320506132664,14.400470198408684,11.403501178466222,11.804053028340762,90.00045348544447,102.29480960121056,89.99920049591981,1893.9540335857491,14.094645302002737,10.088205657882526,12.091425479942632,11.089815568912579,12.16111111111111,12.05292919702296,12.107020154067035,12.079974675544998,5.392666666666667,3.707532453634898,4.550099560150782,4.128816006892841,0.3330081814048441,0.8378429698851598
1271,AJESEO,18.38,7.41,8.71,-0.0,-1.13,-0.01,7.41,19.73,9.28,0.01,-1.22,-0.01,8.71,9.28,16.41,-0.01,0.41,-0.01,-0.0,0.01,-0.01,4.39,-0.0,-0.93,-1.13,-1.22,0.41,-0.0,5.48,-0.0,-0.01,-0.01,-0.01,-0.93,-0.0,4.34,23.69,7.1401,14.628,90.0,122.215,90.0,2093.3999046911767,23.82718706028324,7.084452978220533,14.642908764725368,89.99696451298264,123.2513791106928,89.99547977942107,2067.066755295049,12.629247096181166,11.954657910797977,12.291952503489572,12.123305207143774,11.702222222222222,11.606471041970343,11.654346632096281,11.630408837033311,4.783333333333333,4.4998708803918355,4.641602106862584,4.57073649362721,0.3242023457820964,0.1368459039152505
1272,VIDKIF,19.26,8.26,7.46,0.0,0.71,-0.0,8.26,15.97,9.95,-0.0,0.09,0.0,7.46,9.95,19.14,0.0,0.68,0.0,0.0,-0.0,0.0,2.26,0.0,0.14,0.71,0.09,0.68,0.0,2.99,-0.0,-0.0,0.0,0.0,0.14,-0.0,5.67,15.621,7.8262,21.794000000000004,90.0,102.64,90.0,2599.8100321426678,15.44404747247406,7.776256191980812,21.7102981570377,90.00013147248917,103.31357378737464,90.00029196912517,2537.2649113585926,11.01157031236759,9.65692829167701,10.3342493020223,9.995588796849656,11.745555555555555,11.632085007168099,11.688820281361828,11.660452644264964,4.097333333333334,3.5460814379109946,3.8217073856221644,3.6838944117665795,0.35258855483828117,0.3232423820804138
1273,POWSAY,14.22,7.19,11.35,0.01,-1.01,-0.01,7.19,17.93,10.18,-0.03,1.02,0.03,11.35,10.18,44.11,0.01,12.71,0.02,0.01,-0.03,0.01,2.43,-0.01,0.46,-1.01,1.02,12.71,-0.01,5.59,0.02,-0.01,0.03,0.02,0.46,0.02,1.12,7.7222,11.5401,20.416,90.0,95.965,90.0,1809.5201573372144,7.638483152538209,11.382464731410016,20.7398243457584,90.04867860281618,98.11892011555996,89.88623956768065,1785.1418125764376,13.480418583380407,2.1098740350010203,7.795146309190714,4.952510172095867,14.855555555555554,11.429615584266632,13.142585569911093,12.286100577088863,4.997333333333333,0.7180184712886112,2.857675902310972,1.7878471867997916,0.3986290646995646,4.3462536681288375
1274,EQUJAE,18.54,10.31,8.92,-0.01,2.16,0.0,10.31,18.13,9.84,-0.0,1.66,0.0,8.92,9.84,13.77,-0.01,0.26,-0.0,-0.01,-0.0,-0.01,2.37,-0.0,1.86,2.16,1.66,0.26,-0.0,3.56,-0.0,0.0,0.0,-0.0,1.86,-0.0,3.52,10.286,16.253,13.955,90.0,100.124,90.0,2296.648732109424,10.153249943146042,16.154561537442557,13.926878524736612,89.99928180206625,101.0288824876046,90.00025825413282,2242.1156201439658,9.10971212581418,6.584033284242938,7.846872705028559,7.215452994635749,12.064444444444446,11.361523052837201,11.712983748640823,11.537253400739012,3.3146666666666667,2.3457165472310924,2.8301916069488797,2.587954077089986,0.388191118064645,0.7754835666563543
1275,PHESAZ07,16.77,7.49,14.7,0.01,-0.01,-0.0,7.49,40.34,7.8,0.0,-0.01,0.0,14.7,7.8,18.79,0.01,-0.01,0.01,0.01,0.0,0.01,2.45,0.0,-0.0,-0.01,-0.01,-0.01,0.0,10.8,-0.0,-0.0,0.0,0.01,-0.0,-0.0,3.56,7.9,20.937,5.8824,90.0,90.0,90.0,972.9624895200006,9.15830475030628,20.590882563976773,5.098450969016958,90.00086609180559,89.99582580971408,90.00602335987567,961.453525268662,16.87508598241679,9.200783801649123,13.037934892032956,11.11935934684104,15.097777777777777,14.329313687958303,14.71354573286804,14.521429710413171,6.422666666666667,3.3025443727996557,4.862605519733162,4.0825749462664085,0.35115457926888743,1.4882158825139553
1276,YICBAO,20.76,10.3,11.34,0.0,-3.64,0.0,10.3,21.95,11.86,-0.01,2.41,-0.0,11.34,11.86,20.7,-0.01,-2.05,0.0,0.0,-0.01,-0.01,7.32,-0.0,1.18,-3.64,2.41,-2.05,-0.0,6.12,-0.0,0.0,-0.0,0.0,1.18,-0.0,5.07,24.47,7.195,9.097,90.0,91.61,90.0,1601.0005479643412,23.79873596877186,7.154159352596887,8.964854358068937,89.99788101465083,94.11109119964269,89.99962991122548,1522.4282200505645,15.108313875442379,12.62053467424593,13.864424274844154,13.242479474545043,14.49,14.12322510123481,14.306612550617405,14.214918825926109,5.696,4.670582610793906,5.183291305396953,4.926936958095429,0.33836941324533654,0.4445554738561197
1277,PALBAI,11.5,10.15,9.44,-2.26,1.95,-0.28,10.15,17.74,8.95,1.03,0.08,-3.95,9.44,8.95,15.75,-1.84,2.64,0.13,-2.26,1.03,-1.84,4.93,-1.88,-0.26,1.95,0.08,2.64,-1.88,4.37,-1.81,-0.28,-3.95,0.13,-0.26,-1.81,3.58,4.7095,11.1804,14.462,81.856,83.247,86.41799999999999,747.7608494232851,4.723186767947546,10.885814745934116,14.518898173037124,82.99711528881852,84.48056540611155,87.73523567763176,737.2038836966947,9.94453222269383,0.5702964425125341,5.257414332603182,2.913855387557858,11.341111111111111,6.49384134583338,8.917476228472246,7.705658787152814,3.6726666666666663,0.1919720588238867,1.9323193627452766,1.0621457107845818,0.39895400024949373,6.62287295435511
1278,YOYJII,18.06,11.56,7.75,0.01,-1.02,0.0,11.56,16.23,7.85,0.0,3.23,-0.0,7.75,7.85,19.47,0.0,-2.34,0.01,0.01,0.0,0.0,5.3,-0.01,1.94,-1.02,3.23,-2.34,-0.01,4.36,0.0,0.0,-0.0,0.01,1.94,0.0,7.18,15.167,6.1729,12.62,90.0,94.316,90.0,1178.1889424188985,15.601174595083148,5.785507563872355,13.01367718974298,89.99753491032013,86.14743247948924,90.0026300612104,1171.9694239328808,13.497748413006866,7.702557916780354,10.60015316489361,9.151355540836983,12.008888888888887,11.965276719828148,11.987082804358518,11.976179762093334,5.141333333333333,2.765313769690196,3.9533235515117644,3.35931866060098,0.35143307229928955,1.386720981343249
1279,PADMEQ,39.03,4.13,13.3,-0.0,-9.83,0.0,4.13,13.49,6.9,0.0,0.28,-0.0,13.3,6.9,18.41,0.0,-1.58,-0.0,-0.0,0.0,0.0,1.37,0.0,0.0,-9.83,0.28,-1.58,0.0,8.1,0.0,0.0,-0.0,-0.0,0.0,0.0,1.66,13.9716,7.1868,13.6912,90.0,91.113,90.0,1374.4890093026447,14.164391206428824,7.496951928592195,13.289284322847578,90.00012394405574,90.95380798486806,89.99989034482923,1410.9903790879057,14.11039929787297,7.217836534735957,10.664117916304463,8.94097722552021,13.28777777777778,10.305659068431764,11.796718423104771,11.051188745768268,5.332666666666667,2.6089747764214666,3.970820721544067,3.2898977489827668,0.34867674308433205,1.6186292833817681
1280,REJHAP01,13.7,6.48,6.12,-0.25,0.16,-0.06,6.48,15.37,14.68,4.3,0.45,0.25,6.12,14.68,16.2,5.3,0.62,1.62,-0.25,4.3,5.3,8.29,0.71,1.61,0.16,0.45,0.62,0.71,1.05,0.24,-0.06,0.25,1.62,1.61,0.24,1.88,9.747,11.524,15.861,91.77,98.98,107.25,1674.9538036344738,9.68210472065378,11.555020104098489,15.60569212469945,90.92412373902968,98.33881923882304,108.17924685609152,1637.7307038436986,9.361328068264342,2.4764908075673997,5.918909437915871,4.197700122741635,11.092222222222222,9.65998442834071,10.376103325281466,10.018043876811088,3.443333333333333,0.849700748660997,2.146517040997165,1.498108894829081,0.40323689557075365,3.1320074508904505
1281,YEJLII,17.64,8.2,9.07,0.01,0.0,-0.0,8.2,19.03,11.81,0.0,-0.0,0.0,9.07,11.81,49.27,-0.0,-0.0,0.0,0.01,0.0,-0.0,9.6,-0.0,0.0,0.0,-0.0,-0.0,-0.0,1.17,0.0,-0.0,0.0,0.0,0.0,0.0,3.06,7.4215,12.6755,16.4638,90.0,90.0,90.0,1548.76980534335,7.597566510158452,12.465332081318463,16.159646915237804,89.99984458715579,89.99739342911018,89.99858618955768,1530.4185819062332,17.307486108566895,8.820175616478043,13.063830862522469,10.942003239500256,16.011111111111113,13.041111796528131,14.526111453819622,13.783611625173876,6.556666666666667,3.1789518885736503,4.867809277620158,4.0233805830969045,0.3492818340541698,1.6317096017592436
1282,TECRID,20.76,6.87,9.02,-0.02,-3.52,-0.0,6.87,14.12,8.47,0.0,1.48,-0.0,9.02,8.47,15.96,-0.01,-1.46,0.0,-0.02,0.0,-0.01,4.99,0.01,0.07,-3.52,1.48,-1.46,0.01,5.44,0.0,-0.0,-0.0,0.0,0.07,0.0,3.85,9.712,20.379,10.009,90.0,90.392,90.0,1980.943404004087,9.825113661012232,20.41733364844308,9.865346356161895,90.00089634801037,88.0157673920138,89.99997393401057,1977.8277326828245,12.16938073070955,10.568294578014923,11.368837654362236,10.96856611618858,11.062222222222223,10.697485593082407,10.879853907652315,10.788669750367362,4.621333333333333,3.9571367905785237,4.289235061955928,4.123185926267226,0.3257768150311786,0.34857012116566066
1283,HUFYIR,18.94,7.55,7.88,0.27,-0.38,-0.71,7.55,26.92,9.48,-0.53,-0.66,4.05,7.88,9.48,17.58,-0.09,0.76,-0.26,0.27,-0.53,-0.09,3.18,-1.05,-0.79,-0.38,-0.66,0.76,-1.05,4.55,0.47,-0.71,4.05,-0.26,-0.79,0.47,2.72,6.5365,12.563900000000002,13.1212,69.174,87.518,79.018,988.3668656841452,6.364761248676184,12.40872210365882,12.9495639390674,70.30158151285367,88.21528001025769,80.88426260122782,950.4535540680153,12.440832468798138,8.451704897108979,10.446268682953558,9.448986790031269,12.584444444444445,12.064677957196807,12.324561200820625,12.194619579008716,4.658666666666666,3.0550292752878927,3.856847970977279,3.455938623132586,0.3583101484716079,0.944429132077433
1284,DIWROR,27.03,8.08,12.88,0.01,-2.24,0.03,8.08,19.36,9.22,0.0,-1.91,0.01,12.88,9.22,15.16,-0.0,1.95,0.02,0.01,0.0,-0.0,4.44,-0.0,-3.25,-2.24,-1.91,1.95,-0.0,6.29,-0.0,0.03,0.01,0.02,-3.25,-0.0,5.21,10.225,15.669,8.098,90.0,97.671,90.0,1285.8145185946084,10.14736240927128,15.767170565551366,8.114837546227985,89.99833481620654,96.1354641093872,90.0008622115224,1290.8981169650558,14.016977233789236,8.517542404191772,11.267259818990503,9.892401111591138,13.545555555555556,12.752871162385635,13.149213358970595,12.951042260678115,5.279333333333333,3.0667662541214527,4.173049793727393,3.619908023924423,0.3564998694620744,1.2160748461342243
1285,HILNUO,17.68,10.9,11.64,0.0,1.29,0.02,10.9,13.27,9.1,0.0,0.12,-0.0,11.64,9.1,21.06,0.0,0.24,0.02,0.0,0.0,0.0,2.45,-0.0,0.99,1.29,0.12,0.24,-0.0,5.02,0.0,0.02,-0.0,0.02,0.99,0.0,4.88,12.4751,19.2998,24.0776,90.0,128.66699999999997,90.0,4526.312136178363,12.57367199516232,19.353550912405986,24.074583463463675,90.00119509887898,129.33826865598272,89.99985171065813,4531.012681834234,10.443705807184436,8.769539912598098,9.606622859891267,9.188081386244683,12.809999999999999,12.01337501775412,12.411687508877058,12.21253126331559,3.828,3.181204408833124,3.504602204416562,3.342903306624843,0.3709635108357052,0.41880806730733805
1286,YARBEB,13.18,8.02,11.18,-0.0,-1.54,0.01,8.02,23.22,11.82,-0.0,-0.71,0.01,11.18,11.82,25.4,-0.01,-4.61,0.01,-0.0,-0.0,-0.01,7.77,-0.0,-1.97,-1.54,-0.71,-4.61,-0.0,3.42,-0.0,0.01,0.01,0.01,-1.97,-0.0,1.91,9.793,12.819,11.666,90.0,109.27800000000002,90.0,1382.3902007412896,10.034487753501033,12.708639150072925,11.437556411545282,89.99934409822748,108.55601610989808,89.99896540874568,1382.7440242334735,12.590974930362117,7.721966325065488,10.156470627713803,8.939218476389646,13.76,11.05525685593457,12.407628427967285,11.731442641950927,4.672,2.790563875446403,3.7312819377232014,3.260922906584802,0.3633369132792559,1.1729426887119083
1287,PETNEK,11.43,8.82,8.93,0.0,-0.78,0.01,8.82,19.8,8.92,-0.01,-0.12,0.03,8.93,8.92,18.44,0.0,-0.48,0.01,0.0,-0.01,0.0,3.93,0.0,-0.78,-0.78,-0.12,-0.48,0.0,1.63,-0.01,0.01,0.03,0.01,-0.78,-0.01,1.72,8.4677,12.267,25.163,90.0,91.085,90.0,2613.294603490427,8.638216416702232,12.132562681686007,25.01163522861241,90.00016029103432,89.17499806984095,89.9998951875104,2621.040233174191,8.249778349318616,6.371631841613697,7.310705095466156,6.8411684685399266,11.445555555555556,10.337683673750288,10.891619614652921,10.614651644201604,2.9893333333333336,2.2800207114048052,2.634677022369069,2.457348866886937,0.3880751208819384,0.614170979311662
